job_id,title,company,location,experience,salary,skills,description
1598,LLM Engineer,OpenAI,Remote,0-1 years,27 LPA,"python, langchain, transformers, pinecone, huggingface, fastapi, communication, aws","We are hiring a LLM Engineer at OpenAI (Remote). Experience: 0-1 years. Required skills: python, langchain, transformers, pinecone, huggingface, fastapi, communication, aws. Responsibilities include designing, building and deploying production systems using python, langchain, transformers, pinecone. Strong problem solving, communication and ownership expected."
1599,Backend Developer,Uber,"Toronto, Canada",0-1 years,$206K,"aws, rest api, docker, postgresql, redis, flask, fastapi, django, leadership, scrum","We are hiring a Backend Developer at Uber (Toronto, Canada). Experience: 0-1 years. Required skills: aws, rest api, docker, postgresql, redis, flask, fastapi, django, leadership, scrum. Responsibilities include designing, building and deploying production systems using aws, rest api, docker, postgresql. Strong problem solving, communication and ownership expected."
1600,Frontend Developer,Swiggy,"Berlin, Germany",1-3 years,$182K,"next.js, css, typescript, redux, tailwind, docker","We are hiring a Frontend Developer at Swiggy (Berlin, Germany). Experience: 1-3 years. Required skills: next.js, css, typescript, redux, tailwind, docker. Responsibilities include designing, building and deploying production systems using next.js, css, typescript, redux. Strong problem solving, communication and ownership expected."
1601,BI Developer,Zoho,Remote,8+ years,43 LPA,"snowflake, sql, bigquery, power bi, excel, agile, scrum, docker","We are hiring a BI Developer at Zoho (Remote). Experience: 8+ years. Required skills: snowflake, sql, bigquery, power bi, excel, agile, scrum, docker. Responsibilities include designing, building and deploying production systems using snowflake, sql, bigquery, power bi. Strong problem solving, communication and ownership expected."
1602,Product Analyst,Scale AI,Chennai,2-4 years,60 LPA,"sql, communication, python, statistics, ab testing, tableau, problem solving","We are hiring a Product Analyst at Scale AI (Chennai). Experience: 2-4 years. Required skills: sql, communication, python, statistics, ab testing, tableau, problem solving. Responsibilities include designing, building and deploying production systems using sql, communication, python, statistics. Strong problem solving, communication and ownership expected."
1603,QA Automation Engineer,Cohere,Delhi NCR,3-5 years,47 LPA,"python, jira, selenium, ci/cd, testng, git","We are hiring a QA Automation Engineer at Cohere (Delhi NCR). Experience: 3-5 years. Required skills: python, jira, selenium, ci/cd, testng, git. Responsibilities include designing, building and deploying production systems using python, jira, selenium, ci/cd. Strong problem solving, communication and ownership expected."
1604,Data Analyst,AMD,Singapore,8+ years,$96K,"tableau, python, etl, excel, power bi, data visualization, statistics, aws","We are hiring a Data Analyst at AMD (Singapore). Experience: 8+ years. Required skills: tableau, python, etl, excel, power bi, data visualization, statistics, aws. Responsibilities include designing, building and deploying production systems using tableau, python, etl, excel. Strong problem solving, communication and ownership expected."
1605,Data Analyst,Amazon,Remote,5-8 years,24 LPA,"power bi, tableau, excel, python, data visualization, etl, linux, communication","We are hiring a Data Analyst at Amazon (Remote). Experience: 5-8 years. Required skills: power bi, tableau, excel, python, data visualization, etl, linux, communication. Responsibilities include designing, building and deploying production systems using power bi, tableau, excel, python. Strong problem solving, communication and ownership expected."
1606,Data Engineer,Adobe,Pune,1-3 years,38 LPA,"airflow, python, kafka, pyspark, hadoop, aws, sql, communication, agile","We are hiring a Data Engineer at Adobe (Pune). Experience: 1-3 years. Required skills: airflow, python, kafka, pyspark, hadoop, aws, sql, communication, agile. Responsibilities include designing, building and deploying production systems using airflow, python, kafka, pyspark. Strong problem solving, communication and ownership expected."
1607,Android Developer,IBM,"Berlin, Germany",8+ years,$229K,"jetpack compose, rest api, firebase, kotlin, java, android, docker, aws, communication","We are hiring a Android Developer at IBM (Berlin, Germany). Experience: 8+ years. Required skills: jetpack compose, rest api, firebase, kotlin, java, android, docker, aws, communication. Responsibilities include designing, building and deploying production systems using jetpack compose, rest api, firebase, kotlin. Strong problem solving, communication and ownership expected."
1608,Recommendation Systems Engineer,Freshworks,"Berlin, Germany",5-8 years,$120K,"recommendation system, tensorflow, aws, spark, python, communication, problem solving","We are hiring a Recommendation Systems Engineer at Freshworks (Berlin, Germany). Experience: 5-8 years. Required skills: recommendation system, tensorflow, aws, spark, python, communication, problem solving. Responsibilities include designing, building and deploying production systems using recommendation system, tensorflow, aws, spark. Strong problem solving, communication and ownership expected."
1609,Java Developer,BYJU'S,"New York, USA",3-5 years,$195K,"spring, aws, java, microservices, sql, docker, rest api, git","We are hiring a Java Developer at BYJU'S (New York, USA). Experience: 3-5 years. Required skills: spring, aws, java, microservices, sql, docker, rest api, git. Responsibilities include designing, building and deploying production systems using spring, aws, java, microservices. Strong problem solving, communication and ownership expected."
1610,Computer Vision Engineer,Zoho,Noida,2-4 years,47 LPA,"tensorflow, pytorch, cuda, computer vision, opencv, deep learning, scrum","We are hiring a Computer Vision Engineer at Zoho (Noida). Experience: 2-4 years. Required skills: tensorflow, pytorch, cuda, computer vision, opencv, deep learning, scrum. Responsibilities include designing, building and deploying production systems using tensorflow, pytorch, cuda, computer vision. Strong problem solving, communication and ownership expected."
1611,NLP Engineer,Paytm,Hyderabad,5-8 years,18 LPA,"nlp, huggingface, rag, spacy, transformers, nltk, python, agile","We are hiring a NLP Engineer at Paytm (Hyderabad). Experience: 5-8 years. Required skills: nlp, huggingface, rag, spacy, transformers, nltk, python, agile. Responsibilities include designing, building and deploying production systems using nlp, huggingface, rag, spacy. Strong problem solving, communication and ownership expected."
1612,Cloud Engineer,SAP,"San Francisco, USA",2-4 years,$183K,"docker, gcp, linux, ci/cd, azure, kubernetes, scrum, problem solving, git","We are hiring a Cloud Engineer at SAP (San Francisco, USA). Experience: 2-4 years. Required skills: docker, gcp, linux, ci/cd, azure, kubernetes, scrum, problem solving, git. Responsibilities include designing, building and deploying production systems using docker, gcp, linux, ci/cd. Strong problem solving, communication and ownership expected."
1613,Android Developer,Adobe,Noida,5-8 years,43 LPA,"jetpack compose, rest api, java, firebase, kotlin, communication","We are hiring a Android Developer at Adobe (Noida). Experience: 5-8 years. Required skills: jetpack compose, rest api, java, firebase, kotlin, communication. Responsibilities include designing, building and deploying production systems using jetpack compose, rest api, java, firebase. Strong problem solving, communication and ownership expected."
1614,QA Automation Engineer,Zoho,"Toronto, Canada",5-8 years,$87K,"ci/cd, testng, java, selenium, python, jira, linux, communication","We are hiring a QA Automation Engineer at Zoho (Toronto, Canada). Experience: 5-8 years. Required skills: ci/cd, testng, java, selenium, python, jira, linux, communication. Responsibilities include designing, building and deploying production systems using ci/cd, testng, java, selenium. Strong problem solving, communication and ownership expected."
1615,Java Developer,CRED,Singapore,8+ years,$183K,"microservices, aws, kafka, java, sql, rest api, leadership, communication","We are hiring a Java Developer at CRED (Singapore). Experience: 8+ years. Required skills: microservices, aws, kafka, java, sql, rest api, leadership, communication. Responsibilities include designing, building and deploying production systems using microservices, aws, kafka, java. Strong problem solving, communication and ownership expected."
1616,Product Analyst,Databricks,"Berlin, Germany",3-5 years,$132K,"statistics, excel, tableau, sql, communication, ab testing, python, leadership","We are hiring a Product Analyst at Databricks (Berlin, Germany). Experience: 3-5 years. Required skills: statistics, excel, tableau, sql, communication, ab testing, python, leadership. Responsibilities include designing, building and deploying production systems using statistics, excel, tableau, sql. Strong problem solving, communication and ownership expected."
